CODIGO,DESCRIPCION,F.COMPRA,P.COMPRA,DEPRE.ACU,V.ACTUAL,Meses.Deprec,Deprec.Mensual,CuotaxDeprec
3494,'REG.VOLTAJE 1200VA','10/05/2010','75.89','0.00','75.89',36,'2.11',36
3495,'REG.VOLTAJE 1200VA','10/05/2010','75.89','0.00','75.89',36,'2.11',36
3496,'REG.VOLTAJE 1200VA','10/05/2010','75.89','0.00','75.89',36,'2.11',36
3497,'REG.VOLTAJE 1200VA','10/05/2010','75.89','0.00','75.89',36,'2.11',36
3498,'REG.VOLTAJE 1200VA','10/05/2010','75.89','0.00','75.89',36,'2.11',36
3539,'CONTROL DE ACCESO','21/05/2010','2.312.50','0.00','2.312.50',36,'64.24',36
3597,'TECLADO COMBO','10/05/2010','1.00','0.00','1.00',36,'0.03',36
3598,'TECLADO COMB','10/05/2010','1.00','0.00','1.00',36,'0.03',36
3599,'TECLADO COMB','10/05/2010','1.00','0.00','1.00',36,'0.03',36
3600,'TECLADO COMB','10/05/2010','1.00','0.00','1.00',36,'0.03',36
3601,'TECLADO COMB','10/05/2010','1.00','0.00','1.00',36,'0.03',36
3602,'TECLADO COMB','10/05/2010','1.00','0.00','1.00',36,'0.03',36
3603,'MOUSE COMBO','10/05/2010','1.00','0.00','1.00',36,'0.03',36
3604,'MOUSE COMB','10/05/2010','1.00','0.00','1.00',36,'0.03',36
3605,'MOUSE COMB','10/05/2010','1.00','0.00','1.00',36,'0.03',36
3606,'MOUSE COMB','10/05/2010','1.00','0.00','1.00',36,'0.03',36
3607,'MOUSE COMB','10/05/2010','1.00','0.00','1.00',36,'0.03',36
3608,'MOUSE COMB','10/05/2010','1.00','0.00','1.00',36,'0.03',36
3620,'CALC.CASIO 12 DIG.','01/07/2010','269.66','0.00','269.66',36,'7.49',36
3686,'TECLADO OMEGA USB','10/07/2010','53.57','0.00','53.57',36,'1.49',36
4086,'LAP.ACER AS4732Z45','08/12/2010','1.00','0.00','1.00',36,'0.03',36
4648,'CPU CORE I3 2.93 L','30/06/2011','3.856.61','3.642.08','214.53',36,'107.13',2
4724,'MONITOR LCD 18.5"A','21/07/2011','1.053.57','936.32','117.25',36,'29.27',4
4917,'IMP.CANON MP250 MU','26/09/2011','428.57','357.00','71.57',36,'11.90',6
5024,'COPIADORA CANON 10','13/12/2011','7.295.00','5.471.01','1.823.99',36,'202.64',9
5078,'MONITOR LCD 18.5 S','13/02/2012','1.046.00','726.25','319.75',36,'29.06',11
5081,'MONITOR LCD 18.5 S','13/02/2012','1.046.00','726.25','319.75',36,'29.06',11
5088,'MONITOR LCD 18.5 S','13/02/2012','1.046.00','726.25','319.75',36,'29.06',11
5098,'CPU INTEL CORE i3','16/02/2012','3.683.00','2.557.50','1.125.50',36,'102.31',11
5099,'CPU INTEL CORE i3','16/02/2012','3.683.00','2.557.50','1.125.50',36,'102.31',11
5100,'CPU INTEL CORE i3','16/02/2012','3.683.00','2.557.50','1.125.50',36,'102.31',11
5127,'RADIO MOTOROLA MR2','17/02/2012','527.00','365.75','161.25',36,'14.64',11
5128,'RADIO MOTOROLA MR2','17/02/2012','527.00','365.75','161.25',36,'14.64',11
5129,'RADIO MOTOROLA MR2','17/02/2012','527.00','365.75','161.25',36,'14.64',11
5130,'RADIO MOTOROLA MR2','17/02/2012','527.00','365.75','161.25',36,'14.64',11
5131,'RADIO MOTOROLA MR2','17/02/2012','527.00','365.75','161.25',36,'14.64',11
5323,'DVR 16 CANALES 2 S','09/05/2012','9.000.00','5.500.00','3.500.00',36,'250.00',14
5324,'DVR 16 CANALES 2 S','09/05/2012','9.000.00','5.500.00','3.500.00',36,'250.00',14
5325,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5326,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5327,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5328,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5329,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5330,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5331,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5332,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5333,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5334,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5335,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5336,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5337,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5338,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5339,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5340,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5341,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5342,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5343,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5344,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5345,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5346,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5347,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5348,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5349,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5350,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5351,'CAMARA SONY 1/3" 4','09/05/2012','1.300.00','794.42','505.58',36,'36.11',14
5352,'CAMARA DOMO 1/3" I','09/05/2012','1.000.00','610.94','389.06',36,'27.78',14
5355,'CAMARA DOMO 1/3" I','09/05/2012','1.000.00','610.94','389.06',36,'27.78',14
5356,'CAMARA DOMO 1/3" I','09/05/2012','1.000.00','610.94','389.06',36,'27.78',14
5357,'MONITOR LED 18.5"','09/05/2012','1.500.00','916.52','583.48',36,'41.67',14
5358,'MONITOR LED 18.5"','09/05/2012','1.500.00','916.52','583.48',36,'41.67',14
5614,'MODEM ABA ZTE','01/09/2012','121.00','60.48','60.52',36,'3.36',18
5633,'IMP.XEROX PHAS.314','12/09/2012','884.00','441.90','442.10',36,'24.56',18
5640,'IMP.EPSON FX-890','14/09/2012','4.990.00','2.494.98','2.495.02',36,'138.61',18
5786,'IMP.MULT.EPSON TX1','01/12/2012','2.800.00','1.166.55','1.633.45',36,'77.78',21
321036,'MONITOR SVGA 14" A','14/03/2002','98.17','98.16','0.01',36,'2.73',0
321038,'MONITOR SVGA 14" A','14/03/2002','98.17','98.16','0.01',36,'2.73',0
329001,'MONITOR SVGA 15" H','25/04/2003','225.86','225.86','0.00',36,'6.27',''
331007,'UPS  845 C  ZULIA','14/03/2002','0.00','0.00','0.00',36,'0.00',''
341027,'IMP.EPSON FX-880','14/03/2002','292.23','292.23','0.00',36,'8.12',''
349001,'IMPRESORA HP 3320','25/04/2003','93.97','93.97','0.00',36,'2.61',''
351042,'REGULADOR','12/11/2001','0.00','0.00','0.00',36,'0.00',''
371032,'CALCULADORA CANON','13/05/2002','62.40','62.40','0.00',36,'1.73',''
379001,'CALCULADORA CANON','30/04/2002','21.83','21.83','0.00',36,'0.61',''
391044,'TECLADO SAMSUMG SE','15/11/2001','12.00','12.00','0.00',36,'0.33',''
391046,'TECLADO','27/11/2001','0.00','0.00','0.00',36,'0.00',''
399001,'TECLADO ESPANO WIN','25/04/2003','8.71','8.71','0.00',36,'0.24',''
298,'CUADRO DECORATIVO','12/05/2003','0.00','0.00','0.00',120,'0.00',''
299,'MESA RECTANGULAR B','12/05/2003','0.00','0.00','0.00',120,'0.00',''
303,'CARTELERA CORCHO','12/05/2003','0.00','0.00','0.00',120,'0.00',''
314,'CUADRO DECORATIVO','12/05/2003','0.00','0.00','0.00',120,'0.00',''
315,'CUADRO DECORATIVO','12/05/2003','0.00','0.00','0.00',120,'0.00',''
717,'FILTRO DE AGUA CON','26/08/2003','312.00','312.00','0.00',120,'2.60',''
776,'ESTANTE METALICO','13/11/2003','0.00','0.00','0.00',120,'0.00',''
777,'ESTANTE METALICO','13/11/2003','0.00','0.00','0.00',120,'0.00',''
861,'ESCRITORIO MARRON','12/05/2004','363.19','362.68','0.51',120,'3.03',0
921,'CAJA FUERTE','12/08/2004','1.333.33','1.311.02','22.31',120,'11.11',2
972,'SILLA VISITANTE TA','30/10/2004','47.83','45.56','2.27',120,'0.40',6
981,'ESTANTE 06 ENTREPA','30/10/2004','130.44','125.54','4.90',120,'1.09',5
2033,'PIZARRA DE CORCHO','11/09/2007','0.00','0.00','0.00',120,'0.00',''
2056,'SILLA COLOR AZUL','21/09/2007','95.00','63.99','31.01',120,'0.79',39
2062,'SILLA COLOR AZUL','21/09/2007','95.00','63.99','31.01',120,'0.79',39
2068,'SILLA S/APOLLA BRA','21/09/2007','120.00','81.00','39.00',120,'1.00',39
2069,'MUEBLE 3 PUESTOS N','21/09/2007','330.00','222.75','107.25',120,'2.75',39
2168,'CTRAL TLF PANASONI','23/11/2007','1.200.00','1.200.00','0.00',120,'10.00',''
2177,'TELEFONO ALAMBRICO','16/11/2007','37.99','24.50','13.49',120,'0.32',43
2193,'ESCRITORIO 1.80C/3','07/12/2007','480.00','312.00','168.00',120,'4.00',42
2749,'ARCHIVO AEREO 80X4','19/09/2008','380.00','214.88','165.12',120,'3.17',52
2750,'ARCHIVO AEREO 80X4','19/09/2008','380.00','214.88','165.12',120,'3.17',52
2751,'ARCHIVO AEREO 80X4','19/09/2008','380.00','214.88','165.12',120,'3.17',52
2752,'ARCHIVO AEREO 80X4','19/09/2008','380.00','214.88','165.12',120,'3.17',52
2753,'ARCHIVO AEREO 80X4','19/09/2008','380.00','214.88','165.12',120,'3.17',52
2754,'ARCHIVO AEREO 80X4','19/09/2008','380.00','214.88','165.12',120,'3.17',52
2755,'ARCHIVO AEREO 80X4','19/09/2008','380.00','214.88','165.12',120,'3.17',52
2756,'MESA DE CONF.120X2','19/09/2008','680.00','384.88','295.12',120,'5.67',52
2757,'ARCHIVO AEREO 80X4','19/09/2008','380.00','214.88','165.12',120,'3.17',52
2758,'ARCHIVO AEREO 80X4','19/09/2008','380.00','214.88','165.12',120,'3.17',52
2899,'PLANTA DE OZONO','01/02/2009','873.00','0.00','873.00',120,'7.28',120
2900,'PLANTA DE OZONO','01/02/2009','873.00','0.00','873.00',120,'7.28',120
2901,'ENFRIADOR GENERAL','01/02/2009','734.00','0.00','734.00',120,'6.12',120
2907,'MICROONDAS PHILCO','02/03/2009','283.00','0.00','283.00',120,'2.36',120
2910,'LOKER 4 PUERTAS','06/03/2009','358.00','0.00','358.00',120,'2.98',120
2911,'LOKER 4 PUERTAS','06/03/2009','358.00','0.00','358.00',120,'2.98',120
2912,'BOTIQUIN DE PRIM.A','06/03/2009','1.00','0.00','1.00',120,'0.01',120
2913,'BOTIQUIN DE PRIM.A','06/03/2009','1.00','0.00','1.00',120,'0.01',120
2980,'TELEFONO ALAMBRICO','11/03/2009','54.00','0.00','54.00',120,'0.45',120
2981,'TELEFONO INALAMBRI','11/03/2009','133.00','0.00','133.00',120,'1.11',120
3018,'ESCAPARATE 2 PUERT','05/05/2009','1.000.00','0.00','1.000.00',120,'8.33',120
3019,'BIBLIOTECA SENCILL','05/05/2009','600.00','0.00','600.00',120,'5.00',120
3020,'BIBLIOTECA SENCILL','05/05/2009','600.00','295.00','305.00',120,'5.00',61
3206,'CARTEL CORCHO 40X6','01/12/2009','129.00','0.00','129.00',120,'1.08',120
3259,'PIZARRA ACRILICA M','22/12/2009','1.00','0.00','1.00',120,'0.01',120
3260,'CUADRO HORARIO','22/12/2009','1.00','0.00','1.00',120,'0.01',120
3261,'TENSIOMETRO','22/12/2009','1.00','0.00','1.00',120,'0.01',120
3541,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3542,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3543,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3544,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3545,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3546,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3547,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3548,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3549,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3550,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3551,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3552,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3553,'SILLA VISIT.NEGRAS','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3554,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3555,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3556,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3557,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3558,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3559,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3560,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3561,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3562,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3563,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3564,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3565,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3566,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3567,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3568,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3569,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3570,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3571,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3572,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3573,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3574,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3575,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3576,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3577,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3578,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3579,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3580,'SILLA VISIT.NEGRA','13/05/2010','535.71','0.00','535.71',120,'4.46',120
3581,'SILLA OPERAT.SPIDE','13/05/2010','517.85','0.00','517.85',120,'4.32',120
3582,'SILLA OPERAT.SPIDE','13/05/2010','517.85','0.00','517.85',120,'4.32',120
3583,'SILLA OPERAT.SPIDE','13/05/2010','517.85','0.00','517.85',120,'4.32',120
3584,'SILLA OPERAT.SPIDE','13/05/2010','517.85','0.00','517.85',120,'4.32',120
3585,'SILLA OPERAT.SPIDE','13/05/2010','517.85','0.00','517.85',120,'4.32',120
3586,'SILLA OPERAT.SPIDE','13/05/2010','517.85','0.00','517.85',120,'4.32',120
3593,'PIZARRA ACRI.120X8','01/06/2010','196.43','0.00','196.43',120,'1.64',120
3594,'PIZARRA ACRI.120X8','01/06/2010','196.43','0.00','196.43',120,'1.64',120
3595,'PIZARRA ACRI.240X1','01/06/2010','598.21','0.00','598.21',120,'4.99',120
3596,'PIZARRA ACRI.240X1','01/06/2010','598.21','0.00','598.21',120,'4.99',120
3719,'CARTELERA/CORCHO','12/07/2010','247.82','0.00','247.82',120,'2.07',120
3725,'CAFETERA DE 12 TAZ','26/07/2010','339.29','0.00','339.29',120,'2.83',120
3726,'NEVERA PC LG BLANC','26/07/2010','4.107.14','0.00','4.107.14',120,'34.23',120
3729,'MESA P/SALA DE VTA','01/07/2010','1.415.49','0.00','1.415.49',120,'11.80',120
3730,'MESA P/SALA DE VTA','01/07/2010','1.415.49','0.00','1.415.49',120,'11.80',120
3731,'MESA P/SALA DE VTA','01/07/2010','1.415.49','0.00','1.415.49',120,'11.80',120
3732,'MESA P/SALA DE VTA','01/07/2010','1.415.49','0.00','1.415.49',120,'11.80',120
3733,'MESA P/SALA DE VTA','01/07/2010','1.415.49','0.00','1.415.49',120,'11.80',120
3734,'MESA P/SALA DE VTA','01/07/2010','1.415.49','0.00','1.415.49',120,'11.80',120
3735,'MESA P/SALA DE VTA','01/07/2010','1.415.49','0.00','1.415.49',120,'11.80',120
3736,'MESA P/SALA DE VTA','01/07/2010','1.415.49','0.00','1.415.49',120,'11.80',120
3737,'MESA P/SALA DE VTA','01/07/2010','1.415.49','0.00','1.415.49',120,'11.80',120
3738,'MESA P/SALA DE VTA','01/07/2010','1.415.49','0.00','1.415.49',120,'11.80',120
3739,'MESA P/SALA DE VTA','01/07/2010','1.415.49','0.00','1.415.49',120,'11.80',120
3740,'MESA P/SALA DE VTA','01/07/2010','1.415.49','0.00','1.415.49',120,'11.80',120
3741,'MESA P/SALA DE VTA','01/07/2010','1.415.49','0.00','1.415.49',120,'11.80',120
3742,'MESA P/SALA DE VTA','01/07/2010','1.415.49','0.00','1.415.49',120,'11.80',120
3743,'MODULARES','01/07/2010','2.810.44','0.00','2.810.44',120,'23.42',120
3744,'MODULARES','01/07/2010','2.810.44','0.00','2.810.44',120,'23.42',120
3745,'ARTURITO','01/07/2010','1.943.16','0.00','1.943.16',120,'16.19',120
3842,'ESCRIT.1.50X60X1 3','09/08/2010','1.160.71','0.00','1.160.71',120,'9.67',120
3843,'ESCRIT.EJEC.1.80X6','09/08/2010','1.339.29','0.00','1.339.29',120,'11.16',120
3844,'ESCRIT.120X60 3 GA','09/08/2010','982.14','0.00','982.14',120,'8.18',120
3900,'PIZARRA ACRIL.60X9','01/09/2010','82.67','0.00','82.67',120,'0.69',120
3948,'SILLA OPERAT.SPIDE','05/10/2010','517.85','0.00','517.85',120,'4.32',120
4348,'TELEFONO 815 SIEME','28/03/2011','179.00','50.66','128.34',120,'1.49',86
4349,'TELEFONO 815 SIEME','28/03/2011','179.00','50.66','128.34',120,'1.49',86
4534,'F','28/03/2011','179.00','50.66','128.34',120,'1.49',86
4585,'TELF.ALAMB.KXTS500','13/05/2011','169.64','49.35','120.29',120,'1.41',85
4586,'TELF.INALAMB.ALCAT','13/05/2011','195.54','56.70','138.84',120,'1.63',85
4800,'ENFRIADOR AGUA ALM','01/08/2011','937.50','242.11','695.39',120,'7.81',89
4801,'ENFRIADOR AGUA ALM','01/08/2011','937.50','242.11','695.39',120,'7.81',89
4802,'MICROOND.HYUNDAI 0','01/08/2011','517.86','133.61','384.25',120,'4.32',89
5263,'SILLAS VISITANTES','13/04/2012','300.00','57.50','242.50',120,'2.50',97
5264,'SILLAS VISITANTES','13/04/2012','300.00','57.50','242.50',120,'2.50',97
5265,'SILLAS VISITANTES','13/04/2012','300.00','57.50','242.50',120,'2.50',97
5266,'SILLAS VISITANTE','13/04/2012','300.00','57.50','242.50',120,'2.50',97
5267,'SILLAS VISITANTES','13/04/2012','300.00','57.50','242.50',120,'2.50',97
5268,'SILLAS VISITANTES','13/04/2012','300.00','57.50','242.50',120,'2.50',97
5269,'SILLAS VISITANTE','13/04/2012','300.00','57.50','242.50',120,'2.50',97
5270,'SILLAS VISITANTES','13/04/2012','300.00','57.50','242.50',120,'2.50',97
5271,'SILLAS VISITANTES','13/04/2012','300.00','57.50','242.50',120,'2.50',97
5272,'SILLAS VISITANTES','13/04/2012','300.00','57.50','242.50',120,'2.50',97
5273,'SILLAS VISITANTES','13/04/2012','300.00','57.50','242.50',120,'2.50',97
5274,'SILLAS VISITANTES','13/04/2012','300.00','57.50','242.50',120,'2.50',97
5275,'SILLAS VISITANTES','13/04/2012','300.00','57.50','242.50',120,'2.50',97
5276,'SILLAS VISITANTES','13/04/2012','300.00','57.50','242.50',120,'2.50',97
5277,'SILLAS VISITANTES','13/04/2012','300.00','57.50','242.50',120,'2.50',97
5278,'SILLAS VISITANTES','13/04/2012','300.00','57.50','242.50',120,'2.50',97
5279,'ESTANTE NOR','24/04/2012','795.00','152.26','642.74',120,'6.63',97
5280,'ESTANTE NOR','24/04/2012','795.00','152.26','642.74',120,'6.63',97
5283,'SILLA SEC.ERG.BRAZ','01/05/2012','500.00','91.52','408.48',120,'4.17',98
5284,'SILLA SEC.ERG.BRAZ','01/05/2012','500.00','91.52','408.48',120,'4.17',98
5285,'SILLA SEC.ERG.BRAZ','01/05/2012','500.00','91.52','408.48',120,'4.17',98
5286,'SILLA SEC.ERG.BRAZ','01/05/2012','500.00','91.52','408.48',120,'4.17',98
5749,'MESA DE CONFERENCI','03/12/2012','1.400.00','174.90','1.225.10',120,'11.67',105
5750,'MESA DE CONFERENCI','03/12/2012','1.400.00','174.90','1.225.10',120,'11.67',105
5751,'MESA DE CONFERENCI','03/12/2012','1.400.00','174.90','1.225.10',120,'11.67',105
5752,'MESA DE CONFERENCI','03/12/2012','1.400.00','174.90','1.225.10',120,'11.67',105
5753,'MESA DE CONFERENCI','03/12/2012','1.400.00','174.90','1.225.10',120,'11.67',105
5754,'MESA DE CONFERENCI','03/12/2012','1.400.00','174.90','1.225.10',120,'11.67',105
5755,'SILLA VISIT.NOVA/N','03/12/2012','390.00','48.75','341.25',120,'3.25',105
5756,'SILLA VISIT.NOVA/N','03/12/2012','390.00','48.75','341.25',120,'3.25',105
5757,'SILLA VISIT.NOVA/N','03/12/2012','390.00','48.75','341.25',120,'3.25',105
5758,'SILLA VISIT.NOVA/N','03/12/2012','390.00','48.75','341.25',120,'3.25',105
5759,'SILLA VISIT.NOVA/N','03/12/2012','390.00','48.75','341.25',120,'3.25',105
5760,'SILLA VISIT.NOVA/N','03/12/2012','390.00','48.75','341.25',120,'3.25',105
5761,'SILLA VISIT.NOVA/N','03/12/2012','390.00','48.75','341.25',120,'3.25',105
5762,'SILLA VISIT.NOVA/N','03/12/2012','390.00','48.75','341.25',120,'3.25',105
5763,'SILLA VISIT.NOVA/N','03/12/2012','390.00','48.75','341.25',120,'3.25',105
5764,'SILLA VISIT.NOVA/N','03/12/2012','390.00','48.75','341.25',120,'3.25',105
5765,'SILLA VISIT.NOVA/N','03/12/2012','390.00','48.75','341.25',120,'3.25',105
5766,'SILLA VISIT.NOVA/N','03/12/2012','390.00','48.75','341.25',120,'3.25',105
5767,'SILLA VISIT.NOVA/N','03/12/2012','390.00','48.75','341.25',120,'3.25',105
5768,'SILLA VISIT.NOVA/N','03/12/2012','390.00','48.75','341.25',120,'3.25',105
5769,'SILLA VISIT.NOVA/N','03/12/2012','390.00','48.75','341.25',120,'3.25',105
5770,'SILLA VISIT.NOVA/N','03/12/2012','390.00','48.75','341.25',120,'3.25',105
5771,'TAIDEN 3P NEG/PLAS','03/12/2012','1.750.00','218.70','1.531.30',120,'14.58',105
5799,'MICROO.GALANZ 0.9B','16/01/2013','1.071.00','124.88','946.12',120,'8.93',106
5831,'TELF.INAL.PANASONI','22/04/2013','670.00','61.38','608.62',120,'5.58',109
5832,'TELF.INAL.PANASONI','22/04/2013','670.00','61.38','608.62',120,'5.58',109
5947,'GAVETERO AEREO FOR','01/09/2013','1.500.00','75.00','1.425.00',120,'12.50',114
5948,'GAVETERO AEREO FOR','01/09/2013','1.500.00','75.00','1.425.00',120,'12.50',114
5949,'GAVETERO AEREO FOR','01/09/2013','1.500.00','75.00','1.425.00',120,'12.50',114
5950,'GAVETERO AEREO FOR','01/09/2013','1.500.00','75.00','1.425.00',120,'12.50',114
5951,'GAVETERO AEREO FOR','01/09/2013','1.500.00','75.00','1.425.00',120,'12.50',114
5952,'DIV.PARA MESON T E','01/09/2013','3.000.00','150.00','2.850.00',120,'25.00',114
5953,'PORTA CPU EN HIERR','01/09/2013','550.00','27.48','522.52',120,'4.58',114
5954,'PORTA CPU EN HIERR','01/09/2013','550.00','27.48','522.52',120,'4.58',114
5955,'PORTA CPU EN HIERR','01/09/2013','550.00','27.48','522.52',120,'4.58',114
5956,'PORTA CPU EN HIERR','01/09/2013','550.00','27.48','522.52',120,'4.58',114
5957,'PORTA CPU EN HIERR','01/09/2013','550.00','27.48','522.52',120,'4.58',114
5958,'ESTAC.D TRAB.+GAV.','01/09/2013','8.500.00','424.98','8.075.02',120,'70.83',114
5959,'SILLA HID.BI PIEL','01/09/2013','3.500.00','174.96','3.325.04',120,'29.17',114
5960,'MESA DE REUNIONES','01/09/2013','3.900.00','195.00','3.705.00',120,'32.50',114
6014,'TELF.INALAMB.PANAS','01/09/2013','915.00','45.72','869.28',120,'7.63',114
6035,'SILLA ERG/BASE MET','07/11/2013','6.500.00','216.64','6.283.36',120,'54.17',116
6036,'SILLA ERG/BASE MET','07/11/2013','6.500.00','216.64','6.283.36',120,'54.17',116
6037,'SILLA ERG/BASE MET','07/11/2013','6.500.00','216.64','6.283.36',120,'54.17',116
